Name,Address,City,State,Website,Phone Number,Category,Source
Brother's Dry Cleaners,"76, Havemeyer, St, Brooklyn, NY, 11211",Brooklyn,NY,http://www.brothersdrycleaners.com/,+1 718-782-6744,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration & Cleaners By Natalia,"129, Brighton Beach, Ave, Brooklyn, NY, 11235",Brooklyn,NY,https://www.google.com/search?q=Alteration & Cleaners By Natalia,+1 646-662-1123,NYC - Clothing Alterations & Repair,Circular NYC.kml
Annie's Expert Tailoring,"274, 91st, St, Brooklyn, NY, 11209",Brooklyn,NY,https://www.google.com/search?q=Annie's Expert Tailoring,+1 718-833-0633,NYC - Clothing Alterations & Repair,Circular NYC.kml
Happy Cleaners,"68, 4th, Ave, Brooklyn, NY, 11217",Brooklyn,NY,http://happycleaners.com/,+1 718-858-4848,NYC - Clothing Alterations & Repair,Circular NYC.kml
55 Express Tailor Repair,"55, Clinton, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=55 Express Tailor Repair,+1 212-228-8909,NYC - Clothing Alterations & Repair,Circular NYC.kml
Lai's Royal Tailoring,"118-122, Baxter, St, New York, NY, 10013",New York,NY,http://laistailoring.com/,+1 917-838-0812,NYC - Clothing Alterations & Repair,Circular NYC.kml
Adelso Clasico Tailor,"167, Havemeyer, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=Adelso Clasico Tailor,+1 347-793-1429,NYC - Clothing Alterations & Repair,Circular NYC.kml
J & K Tailor Shop Inc,"2107, 14th, St, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=J & K Tailor Shop Inc,+1 718-382-0266,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Chelsea | Tailoring & Alteration Services,"511, 20th, St, New York, NY, 10011",New York,NY,https://www.alterationspecialists.com/,+1 646-590-2379,NYC - Clothing Alterations & Repair,Circular NYC.kml
Yoav's Tailoring & Cleaning,"3157, Nostrand, Ave., Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Yoav's Tailoring & Cleaning,+1 718-382-7218,NYC - Clothing Alterations & Repair,Circular NYC.kml
La Contento,"452, Dean, St, Brooklyn, NY, 11217",Brooklyn,NY,http://www.lacontentonyc.com/,+1 718-309-9949,NYC - Clothing Alterations & Repair,Circular NYC.kml
J Cleaners 3,"3422, Avenue, Brooklyn, NY, 11234",Brooklyn,NY,https://www.google.com/search?q=J Cleaners 3,+1 718-975-0545,NYC - Clothing Alterations & Repair,Circular NYC.kml
Angela's Custom Tailor,"6702, 20th, Ave, Brooklyn, NY, 11204",Brooklyn,NY,https://www.google.com/search?q=Angela's Custom Tailor,+1 718-232-2294,NYC - Clothing Alterations & Repair,Circular NYC.kml
Professional Alterations,"622, X, Brooklyn, NY, 11235",Brooklyn,NY,https://www.google.com/search?q=Professional Alterations,+1 929-294-3757,NYC - Clothing Alterations & Repair,Circular NYC.kml
Cobble Hill Cleaners & Laundry,"226, Court, St, Brooklyn, NY, 11201",Brooklyn,NY,http://cobblehilldrycleaners.com/,+1 718-522-0001,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Tribeca | Tailoring & Alteration Services,"66, Broadway, New York, NY, 10007",New York,NY,http://www.alterationspecialists.com/,+1 212-587-1001,NYC - Clothing Alterations & Repair,Circular NYC.kml
52 Cleaners Express: Laundry & Alteration Services,"52, Broadway, Brooklyn, NY, 11249",Brooklyn,NY,http://www.52cleanersexpress.com/,+1 718-576-3542,NYC - Clothing Alterations & Repair,Circular NYC.kml
NYCE Cleaners,"2148, Ralph, Ave, Brooklyn, NY, 11234",Brooklyn,NY,https://www.nycecleaners.net/,+1 718-531-5022,NYC - Clothing Alterations & Repair,Circular NYC.kml
Fashion Alteration,"1722, Jerome, Ave, Brooklyn, NY, 11235",Brooklyn,NY,https://www.google.com/search?q=Fashion Alteration,+1 718-646-1548,NYC - Clothing Alterations & Repair,Circular NYC.kml
Bezallel Yaakov Cohen Corporation,"1013, O, Brooklyn, NY, 11230",Brooklyn,NY,https://www.google.com/search?q=Bezallel Yaakov Cohen Corporation,+1 718-382-1827,NYC - Clothing Alterations & Repair,Circular NYC.kml
Bridgestone Dry Cleaners and Laundry,"109, Front, St, Brooklyn, NY, 11201",Brooklyn,NY,http://www.bridgestonecleaners.com/,+1 718-222-9958,NYC - Clothing Alterations & Repair,Circular NYC.kml
Diko Custom Tailoring,"929, 70th, St, Brooklyn, NY, 11228",Brooklyn,NY,https://www.google.com/search?q=Diko Custom Tailoring,+1 718-414-4079,NYC - Clothing Alterations & Repair,Circular NYC.kml
Noni Styles - African Clothing Store,"1215, Nostrand, Ave., Brooklyn, NY, 11225",Brooklyn,NY,http://www.nonistyles.com/,+1 929-210-9710,NYC - Clothing Alterations & Repair,Circular NYC.kml
Intrepid Dry Cleaners,"6706, 11th, Ave, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Intrepid Dry Cleaners,+1 718-680-9191,NYC - Clothing Alterations & Repair,Circular NYC.kml
Mike's Tailoring,"4116, 14th, Ave, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Mike's Tailoring,+1 718-633-2731,NYC - Clothing Alterations & Repair,Circular NYC.kml
Europa Alteration & Dry Clean,"4328, 18th, Ave, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=Europa Alteration & Dry Clean,+1 718-854-8505,NYC - Clothing Alterations & Repair,Circular NYC.kml
LaunDrops,"195, Lee, Ave, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=LaunDrops,+1 347-933-9429,NYC - Clothing Alterations & Repair,Circular NYC.kml
Mike's Dry Cleaners & Tailors,"281, Flatbush, Ave, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Mike's Dry Cleaners & Tailors,+1 718-230-4659,NYC - Clothing Alterations & Repair,Circular NYC.kml
M Cherif Tailoring Services,"846, Flatbush, Ave, Brooklyn, NY, 11226",Brooklyn,NY,https://www.google.com/search?q=M Cherif Tailoring Services,+1 718-693-0460,NYC - Clothing Alterations & Repair,Circular NYC.kml
Simple Gorgeous Dress,"1310, 41st, St, Brooklyn, NY, 11218",Brooklyn,NY,https://instagram.com/simple_gorgeous_dress%3Figshid%3DYmMyMTA2M2Y%3D,+1 646-387-1673,NYC - Clothing Alterations & Repair,Circular NYC.kml
One Stop Dry Clean and Laundry,"7719, 5th, Ave, Brooklyn, NY, 11209",Brooklyn,NY,https://one-stop-dry-clean-and-laundry.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 718-680-8889,NYC - Clothing Alterations & Repair,Circular NYC.kml
Bridgestone Dry Cleaners and Laundry,"175, Court, St, Brooklyn, NY, 11201",Brooklyn,NY,http://www.bridgestonecleaners.com/,+1 718-643-9300,NYC - Clothing Alterations & Repair,Circular NYC.kml
Dejavu Tailoring and Boutique,"223, 60th, St, New York, NY, 10022",New York,NY,http://www.dejavu.nyc/,+1 212-355-6598,NYC - Clothing Alterations & Repair,Circular NYC.kml
Rattle & Hum Laundry Co.,"95, Graham, Ave, Brooklyn, NY, 11206",Brooklyn,NY,https://www.rattlehumlaundry.com/,+1 718-559-0434,NYC - Clothing Alterations & Repair,Circular NYC.kml
Maya's Cleaners & Tailoring,"2131, Bath, Ave, Brooklyn, NY, 11214",Brooklyn,NY,https://www.google.com/search?q=Maya's Cleaners & Tailoring,+1 718-372-1237,NYC - Clothing Alterations & Repair,Circular NYC.kml
Kent Dry Cleaners,"20, 5th, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=Kent Dry Cleaners,+1 718-388-4394,NYC - Clothing Alterations & Repair,Circular NYC.kml
Cindy Tailors & Cleaners,"8515, 3rd, Ave, Brooklyn, NY, 11209",Brooklyn,NY,https://www.google.com/search?q=Cindy Tailors & Cleaners,+1 718-219-2311,NYC - Clothing Alterations & Repair,Circular NYC.kml
Pied Beauty Studios,"570, Westminster, Rd, Brooklyn, NY, 11230",Brooklyn,NY,http://piedbeautystudios.com/,+1 917-679-5854,NYC - Clothing Alterations & Repair,Circular NYC.kml
Mr Rafael Cleaners & Tailors,"105, Court, St, Brooklyn, NY, 11201",Brooklyn,NY,http://www.drycleanny.com/,+1 718-858-5833,NYC - Clothing Alterations & Repair,Circular NYC.kml
Merit Tailor,"462, P, Brooklyn, NY, 11223",Brooklyn,NY,https://merit-tailor.business.site/,+1 718-382-1398,NYC - Clothing Alterations & Repair,Circular NYC.kml
Yofi Shtramel,"1843, 48th, St, Brooklyn, NY, 11204",Brooklyn,NY,https://www.google.com/search?q=Yofi Shtramel,+1 718-435-8238,NYC - Clothing Alterations & Repair,Circular NYC.kml
J.C.Cleaners,"8106, 15th, Ave, Brooklyn, NY, 11228",Brooklyn,NY,https://www.google.com/search?q=J.C.Cleaners,+1 718-837-0305,NYC - Clothing Alterations & Repair,Circular NYC.kml
Victoria's Salon,"1809, Coney Island, Ave, Brooklyn, NY, 11230",Brooklyn,NY,https://www.google.com/search?q=Victoria's Salon,+1 718-368-0409,NYC - Clothing Alterations & Repair,Circular NYC.kml
Happy Cleaners,"182, 5th, Ave, Brooklyn, NY, 11217",Brooklyn,NY,http://www.happycleaners.com/,+1 718-789-8900,NYC - Clothing Alterations & Repair,Circular NYC.kml
Str8Bk,"428, Ashford, St, Brooklyn, NY, 11207",Brooklyn,NY,https://str8bk.ueniweb.com/%3Futm_campaign%3Dgmb,+1 980-330-9090,NYC - Clothing Alterations & Repair,Circular NYC.kml
Amadou's Tailoring,"622, 28th, St, Brooklyn, NY, 11210",Brooklyn,NY,https://www.google.com/search?q=Amadou's Tailoring,+1 347-432-9299,NYC - Clothing Alterations & Repair,Circular NYC.kml
Martin Greenfield Clothiers,"239, Varet, St, Brooklyn, NY, 11206",Brooklyn,NY,http://www.greenfieldclothiers.com/,+1 718-497-5480,NYC - Clothing Alterations & Repair,Circular NYC.kml
Nedybel,"713, 89th, St, Brooklyn, NY, 11236",Brooklyn,NY,https://www.google.com/search?q=Nedybel,+1 718-285-9191,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tapia Tailor Shop,"Tapia Tailor Shop, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Tapia Tailor Shop,+1 347-737-6541,NYC - Clothing Alterations & Repair,Circular NYC.kml
OneClick Cleaners,"1204, McDonald, Ave, Brooklyn, NY, 11223",Brooklyn,NY,http://www.oneclickcleaners.com/,+1 718-336-0323,NYC - Clothing Alterations & Repair,Circular NYC.kml
Perfect Fit NYC,"2345, 83rd, St, Brooklyn, NY, 11214",Brooklyn,NY,https://www.google.com/search?q=Perfect Fit NYC,+1 917-349-7007,NYC - Clothing Alterations & Repair,Circular NYC.kml
Shopboy,"62, Walker, St, New York, NY, 10013",New York,NY,https://www.shopboyny.com/,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
SALMON BAH CUSTOM TAILORING AND ALTERATION MEN-WOMEN-CHILDREN,"872A, Flatbush, Ave, Brooklyn, NY, 11226",Brooklyn,NY,https://souleymanebahdesign.wixsite.com/souleymanebahdesign,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Brooklyn Valet,"86, 7th, Ave, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Brooklyn Valet,+1 718-857-5000,NYC - Clothing Alterations & Repair,Circular NYC.kml
New Edition,"1000, Flatbush, Ave, Brooklyn, NY, 11226",Brooklyn,NY,http://www.neweditionfashion.com/,+1 718-469-6104,NYC - Clothing Alterations & Repair,Circular NYC.kml
Saweera Tailoring,"923, Cortelyou, Rd, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=Saweera Tailoring,+1 315-294-2532,NYC - Clothing Alterations & Repair,Circular NYC.kml
Wazin Custom Tailor & Alterations,"57, 57th, St, New York, NY, 10019",New York,NY,http://www.wazins.com/,+1 212-752-2239,NYC - Clothing Alterations & Repair,Circular NYC.kml
VITAL FASHION (Tailor Shop & DRY CLEANER ),"863, 4th, Ave, Brooklyn, NY, 11232",Brooklyn,NY,https://www.google.com/search?q=VITAL FASHION (Tailor Shop & DRY CLEANER ),+1 718-439-7390,NYC - Clothing Alterations & Repair,Circular NYC.kml
Lichtenstein & Co,"206, Broadway, Brooklyn, NY, 11211",Brooklyn,NY,http://lichtensteinandco.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 212-226-5921,NYC - Clothing Alterations & Repair,Circular NYC.kml
Moshe cleaners,"4712, 18th, Ave, Brooklyn, NY, 11204",Brooklyn,NY,https://www.google.com/search?q=Moshe cleaners,+1 718-435-2041,NYC - Clothing Alterations & Repair,Circular NYC.kml
Montague Cleaners & Laundry,"140, Montague, St, Brooklyn, NY, 11201",Brooklyn,NY,https://www.google.com/search?q=Montague Cleaners & Laundry,+1 718-875-1590,NYC - Clothing Alterations & Repair,Circular NYC.kml
Henry Custom Tailor & Dry Cleaners,"98, Henry, St, Brooklyn, NY, 11201",Brooklyn,NY,https://www.google.com/search?q=Henry Custom Tailor & Dry Cleaners,+1 718-237-0536,NYC - Clothing Alterations & Repair,Circular NYC.kml
Elias Tailor Store,"903, 85th, St, Brooklyn, NY, 11228",Brooklyn,NY,https://www.google.com/search?q=Elias Tailor Store,+1 718-921-1857,NYC - Clothing Alterations & Repair,Circular NYC.kml
Classic Cleaner,"4726, New Utrecht, Ave, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Classic Cleaner,+1 718-851-5151,NYC - Clothing Alterations & Repair,Circular NYC.kml
Prime Cleaners,"2610, 16th, Street, Brooklyn, NY, 11235",Brooklyn,NY,https://www.google.com/search?q=Prime Cleaners,+1 718-872-6005,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - East 60th Street | Tailoring & Alteration Services,"30, 60th, St, New York, NY, 10022",New York,NY,http://www.alterationspecialists.com/,+1 917-388-2122,NYC - Clothing Alterations & Repair,Circular NYC.kml
Giordano Cleaners,"165, Rockaway, Ave, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=Giordano Cleaners,+1 718-346-4338,NYC - Clothing Alterations & Repair,Circular NYC.kml
Fine Bridal Alterations in New York and New Jersey,"1020, 45th, St, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Fine Bridal Alterations in New York and New Jersey,+1 201-628-5808,NYC - Clothing Alterations & Repair,Circular NYC.kml
Luxtailor,"20, 68th, St, New York, NY, 10065",New York,NY,https://www.luxtailor.com/,+1 212-759-6004,NYC - Clothing Alterations & Repair,Circular NYC.kml
291 Dry Cleaners,"291, Ralph, Ave, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=291 Dry Cleaners,+1 718-604-3392,NYC - Clothing Alterations & Repair,Circular NYC.kml
Stitched,"1612, Coney Island, Ave, Brooklyn, NY, 11230",Brooklyn,NY,https://www.google.com/search?q=Stitched,+1 718-338-7848,NYC - Clothing Alterations & Repair,Circular NYC.kml
sewing by liz,"914, 4th, Ave, Brooklyn, NY, 11232",Brooklyn,NY,https://www.google.com/search?q=sewing by liz,+1 929-238-2418,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration,"1502, Elm, Ave, Brooklyn, NY, 11230",Brooklyn,NY,https://www.google.com/search?q=Alteration,+1 347-264-8968,NYC - Clothing Alterations & Repair,Circular NYC.kml
Price Scott Alteration,"761, DeKalb, Ave, Brooklyn, NY, 11216",Brooklyn,NY,https://www.google.com/search?q=Price Scott Alteration,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Afrikart,"295, Livingston, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Afrikart,+1 718-935-0458,NYC - Clothing Alterations & Repair,Circular NYC.kml
Astro Dry Cleaners,"327, Church, Ave, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=Astro Dry Cleaners,+1 718-633-2071,NYC - Clothing Alterations & Repair,Circular NYC.kml
5 Star Unique Alterations,"1602, Quentin, Rd, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=5 Star Unique Alterations,+1 888-932-5837,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alan Mens Clothing,"1015, M, Brooklyn, NY, 11230",Brooklyn,NY,https://www.google.com/search?q=Alan Mens Clothing,+1 718-338-5097,NYC - Clothing Alterations & Repair,Circular NYC.kml
ORGANIC PARADISE CLEANERS,"229, Schenectady, Ave, Brooklyn, NY, 11213",Brooklyn,NY,https://www.google.com/search?q=ORGANIC PARADISE CLEANERS,+1 718-493-9030,NYC - Clothing Alterations & Repair,Circular NYC.kml
Charlie’s Custom Tailor Alterations,"46, 46th, St, New York, NY, 10036",New York,NY,http://www.charliescustomtailor.com/,+1 212-354-4447,NYC - Clothing Alterations & Repair,Circular NYC.kml
Expert Tailor,"1369, 56th, St, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Expert Tailor,+1 718-853-4546,NYC - Clothing Alterations & Repair,Circular NYC.kml
Orient Dry Cleaning And Tailoring,"1316, 41st, St, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=Orient Dry Cleaning And Tailoring,+1 718-437-0808,NYC - Clothing Alterations & Repair,Circular NYC.kml
Craig Robinson New York,"209, Wythe, Ave, Brooklyn, NY, 11249",Brooklyn,NY,https://robinsonbrooklyn.com/,+1 718-218-9800,NYC - Clothing Alterations & Repair,Circular NYC.kml
Atelier Netaly,"1173, 50th, St, Brooklyn, NY, 11219",Brooklyn,NY,https://atelier-nataly.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 917-403-6512,NYC - Clothing Alterations & Repair,Circular NYC.kml
Seamstress,"283, Rutledge, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=Seamstress,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Rocks and Jeans,"240, Huron, St, Brooklyn, NY, 11222",Brooklyn,NY,https://blog.wardrobesupplies.com/rocks-jeans-new-yorks-resource-for-garment-treatment/,+1 718-389-2452,NYC - Clothing Alterations & Repair,Circular NYC.kml
770 Metropolitan Cleaners,"770, Metropolitan, Ave, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=770 Metropolitan Cleaners,+1 646-968-4268,NYC - Clothing Alterations & Repair,Circular NYC.kml
Danny's Tailoring & Dry Cleaning,"720, 5th, Ave, Brooklyn, NY, 11215",Brooklyn,NY,https://www.google.com/search?q=Danny's Tailoring & Dry Cleaning,+1 347-358-6295,NYC - Clothing Alterations & Repair,Circular NYC.kml
Kimera,"400, 3rd, Ave, Brooklyn, NY, 11215",Brooklyn,NY,https://www.kimeradesign.com/,+1 718-422-1147,NYC - Clothing Alterations & Repair,Circular NYC.kml
My Favorite Cleaners,"211, McGuinness, Blvd, Brooklyn, NY, 11222",Brooklyn,NY,https://www.google.com/search?q=My Favorite Cleaners,+1 718-304-1202,NYC - Clothing Alterations & Repair,Circular NYC.kml
Morris Cleaners | Dry Cleaners | Tailor | Alterations,"435, 86th, St, New York, NY, 10028",New York,NY,https://morriscleaners.com/,+1 212-828-5681,NYC - Clothing Alterations & Repair,Circular NYC.kml
The Tailor and Dry clean Hub,"360, Throop, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.google.com/search?q=The Tailor and Dry clean Hub,+1 845-684-3185,NYC - Clothing Alterations & Repair,Circular NYC.kml
seamstres tailor patternmaker,"420, F, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=seamstres tailor patternmaker,+1 917-865-7970,NYC - Clothing Alterations & Repair,Circular NYC.kml
Jmj Expert Tailoring Inc,"2118, Gravesend Neck, Rd, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Jmj Expert Tailoring Inc,+1 718-934-7258,NYC - Clothing Alterations & Repair,Circular NYC.kml
Julian Tee's Printing LLC,"1533, Pitkin, Ave, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Julian Tee's Printing LLC,+1 347-442-1449,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Upper West Side | Tailoring & Alteration Services,"143, 72nd, St, New York, NY, 10023",New York,NY,https://www.alterationspecialists.com/,+1 917-261-7983,NYC - Clothing Alterations & Repair,Circular NYC.kml
Expert Alteration & Tailoring,"1789, 60th, St, Brooklyn, NY, 11204",Brooklyn,NY,https://www.google.com/search?q=Expert Alteration & Tailoring,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
International Tailoring And Alterations,"International Tailoring And Alterations, Brooklyn, NY, 11203",Brooklyn,NY,https://www.google.com/search?q=International Tailoring And Alterations,+1 347-415-9549,NYC - Clothing Alterations & Repair,Circular NYC.kml
Valentina Secret Designs,"622, Broadway, Brooklyn, NY, 11206",Brooklyn,NY,http://valentinasecretdesigns.com/,+1 914-420-7589,NYC - Clothing Alterations & Repair,Circular NYC.kml
Denim Therapy,"152, 36th, St., Lobby, New York, NY, 10018","Lobby, New York",NY,http://denimtherapy.com/,+1 347-935-0089,NYC - Clothing Alterations & Repair,Circular NYC.kml
Men's Wearhouse,"139, Flatbush, Ave, Brooklyn, NY, 11217",Brooklyn,NY,https://www.menswearhouse.com/store-locator/5420%3Futm_source%3Dgoogle%26utm_medium%3Dlisting%26utm_content%3D5420%26utm_campaign%3DNY,+1 718-783-1051,NYC - Clothing Alterations & Repair,Circular NYC.kml
C.L.88 Fashion,"4817, New Utrecht, Ave, Brooklyn, NY, 11219",Brooklyn,NY,https://cl88-fashion.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 917-624-1829,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tavarez Cleaners,"1529, Pitkin, Ave, Brooklyn, NY, 11212",Brooklyn,NY,http://www.tavarezcleaners.wixsite.com/website,+1 718-346-3586,NYC - Clothing Alterations & Repair,Circular NYC.kml
Expert Tailoring & Alterations,"1629, Ralph, Ave, Brooklyn, NY, 11236",Brooklyn,NY,https://www.google.com/search?q=Expert Tailoring & Alterations,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration Concept,"129, Perry, St, New York, NY, 10014",New York,NY,http://alterationconceptwestvillage.com/,+1 212-414-9200,NYC - Clothing Alterations & Repair,Circular NYC.kml
Fashion Alteration,"2012, 12th, St, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Fashion Alteration,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Joseph Tailor Shop,"2107, 14th, St, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Joseph Tailor Shop,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Abe's Formal Wear,"1013, 6th, Ave, New York, NY, 10018",New York,NY,http://www.abestuxedo.com/,+1 212-921-1193,NYC - Clothing Alterations & Repair,Circular NYC.kml
King Organic,"103, Marcus Garvey, Blvd, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=King Organic,+1 718-574-4984,NYC - Clothing Alterations & Repair,Circular NYC.kml
Carol Cleaners,"2371, 86th, St, Brooklyn, NY, 11214",Brooklyn,NY,https://www.google.com/search?q=Carol Cleaners,+1 718-372-5662,NYC - Clothing Alterations & Repair,Circular NYC.kml
"Maya Raphael Dressmaking, Alteration & Dry Cleaning","1781, Dahill, Rd, Brooklyn, NY, 11223",Brooklyn,NY,"https://www.google.com/search?q=Maya Raphael Dressmaking, Alteration & Dry Cleaning",+1 718-635-0329,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sylvia's Perfect Alterations inc. Since: 1976,"1426, Kings, Hwy, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Sylvia's Perfect Alterations inc. Since: 1976,+1 718-336-3743,NYC - Clothing Alterations & Repair,Circular NYC.kml
Expert Tailor,"2156, Coyle, St, Brooklyn, NY, 11229",Brooklyn,NY,https://www.google.com/search?q=Expert Tailor,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Marseille Fashion,"72, Nevins, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Marseille Fashion,+1 718-855-2442,NYC - Clothing Alterations & Repair,Circular NYC.kml
All purpose TAILORING,"668A, Flatbush, Ave, Brooklyn, NY, 11225",Brooklyn,NY,https://www.google.com/search?q=All purpose TAILORING,+1 917-600-6986,NYC - Clothing Alterations & Repair,Circular NYC.kml
Kingbridge,"220, 6th, Ave, New York, NY, 10014",New York,NY,http://www.kingbridge.co/,+1 212-989-3673,NYC - Clothing Alterations & Repair,Circular NYC.kml
Atlantic Dry Cleaners,"68, Bond, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.facebook.com/atlanticdrycleanersinc/,+1 718-576-3247,NYC - Clothing Alterations & Repair,Circular NYC.kml
One Price Dry Cleaners,"1443, Flatbush, Ave, Brooklyn, NY, 11210",Brooklyn,NY,https://www.google.com/search?q=One Price Dry Cleaners,+1 347-404-6531,NYC - Clothing Alterations & Repair,Circular NYC.kml
M.C.D. M. Sherif Tailoring & Alterations,"846A, Flatbush, Ave, Brooklyn, NY, 11226",Brooklyn,NY,https://www.google.com/search?q=M.C.D. M. Sherif Tailoring & Alterations,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Leonalterations,"980, Manhattan, Ave, Brooklyn, NY, 11222",Brooklyn,NY,https://www.google.com/search?q=Leonalterations,+1 347-683-1124,NYC - Clothing Alterations & Repair,Circular NYC.kml
tailor moda,"510, Leonard, St, Brooklyn, NY, 11222",Brooklyn,NY,https://www.google.com/search?q=tailor moda,+1 718-782-8333,NYC - Clothing Alterations & Repair,Circular NYC.kml
Holie's Tailoring,"210, Ave., Brooklyn, NY, 11223",Brooklyn,NY,https://www.google.com/search?q=Holie's Tailoring,+1 718-376-3552,NYC - Clothing Alterations & Repair,Circular NYC.kml
Heights Cleaners and Tailors,"150, Joralemon, St, Brooklyn, NY, 11201",Brooklyn,NY,https://www.heightscleanersandtailorsinc.com/,+1 347-457-6126,NYC - Clothing Alterations & Repair,Circular NYC.kml
ByNext - Ashland Place,"300, Ashland, Pl, Brooklyn, NY, 11217",Brooklyn,NY,https://bynext.co/,+1 718-701-6185,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sew Elegant Bridal,"108, 39th, St, New York, NY, 10018",New York,NY,http://www.sewelegantny.com/,+1 212-764-1701,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sarah S Creations And Alterations,"851, 44th, St, Brooklyn, NY, 11220",Brooklyn,NY,https://www.google.com/search?q=Sarah S Creations And Alterations,+1 718-854-9469,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tatiana tailor & Alterations,"4610, 18th, Ave, Brooklyn, NY, 11204",Brooklyn,NY,https://www.google.com/search?q=Tatiana tailor & Alterations,+1 718-437-7838,NYC - Clothing Alterations & Repair,Circular NYC.kml
Hao Heng Inc,"4824, New Utrecht, Ave, Brooklyn, NY, 11219",Brooklyn,NY,https://www.google.com/search?q=Hao Heng Inc,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Irene Tailor Shop,"148, Rodney, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=Irene Tailor Shop,+1 718-302-6580,NYC - Clothing Alterations & Repair,Circular NYC.kml
Nadlen Tayloring,"3914, 16th, Ave, Brooklyn, NY, 11218",Brooklyn,NY,https://www.google.com/search?q=Nadlen Tayloring,+1 718-633-9184,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Midtown East | Tailoring & Alteration Services,"130, 40th, St, New York, NY, 10016",New York,NY,http://www.alterationspecialists.com/,+1 646-684-4733,NYC - Clothing Alterations & Repair,Circular NYC.kml
